web_scraper_order,web_scraper_start_url,autres_animaux,nom,prix,adresse,image
"1771238622-1688","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paire-oie-3763969","Paire Oie","130 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oie-3719072"
"1771238622-1689","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paire-oie-3763969","Paire Oie","130 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-4409000"
"1771238622-1690","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paire-oie-3763969","Paire Oie","130 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paire-doie-3418166"
"1771238622-1691","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paire-oie-3763969","Paire Oie","130 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-guinee-1417652"
"1771238622-1692","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/paire-oie-3763969","Paire Oie","130 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oie-2630503"
"1771238626-1693","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/profil/b17b6d4d-bfae-4b1c-a83c-63f01c9a9b28"
"1771238626-1694","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/profil/b17b6d4d-bfae-4b1c-a83c-63f01c9a9b28"
"1771238626-1695","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129"
"1771238626-1696","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376"
"1771238626-1697","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1441558"
"1771238626-1698","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1395711"
"1771238626-1699","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-1393968"
"1771238626-1700","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1453837"
"1771238626-1701","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paire-de-perruches-ondulees-4679396"
"1771238626-1702","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-5716215"
"1771238631-1703","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/profil/accfd7ca-d1f9-434e-bf62-c944955a6600"
"1771238631-1704","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/profil/accfd7ca-d1f9-434e-bf62-c944955a6600"
"1771238631-1705","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233"
"1771238631-1706","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-brune-4664799"
"1771238631-1707","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliardes-4851931"
"1771238631-1708","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-4407653"
"1771238631-1709","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-2856538"
"1771238631-1710","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229"
"1771238631-1711","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3350491"
"1771238631-1712","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3335012"
"1771238631-1713","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3318063"
"1771238631-1714","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603"
"1771238637-1715","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809","Couple Hamster","45 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/profil/b3ba4ad5-20c5-4bb9-bae4-768023350dc3"
"1771238637-1716","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809","Couple Hamster","45 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/profil/b3ba4ad5-20c5-4bb9-bae4-768023350dc3"
"1771238637-1717","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809","Couple Hamster","45 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809"
"1771238637-1718","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809","Couple Hamster","45 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3502571"
"1771238640-1719","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/905ded26-e30c-4bad-82e6-8da7f98f2f97"
"1771238640-1720","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/905ded26-e30c-4bad-82e6-8da7f98f2f97"
"1771238640-1721","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-4110101"
"1771238640-1722","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-3814562"
"1771238640-1723","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966"
"1771238640-1724","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322"
"1771238640-1725","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809"
"1771238640-1726","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-dore-4169247"
"1771238640-1727","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-4723216"
"1771238640-1728","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3689324"
"1771238640-1729","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3615764"
"1771238640-1730","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamsters-3525591"
"1771238640-1731","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3502571"
"1771238640-1732","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5189132"
"1771238643-1733","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/profil/20446160-a387-4ff5-a2ba-3cf668119d62"
"1771238643-1734","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/profil/20446160-a387-4ff5-a2ba-3cf668119d62"
"1771238643-1735","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229"
"1771238643-1736","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-2856538"
"1771238643-1737","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3350491"
"1771238643-1738","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3335012"
"1771238643-1739","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3318063"
"1771238643-1740","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603"
"1771238643-1741","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliardes-4851931"
"1771238643-1742","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-4407653"
"1771238643-1743","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-brune-4664799"
"1771238643-1744","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233"
"1771238649-1745","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/profil/0d09f7a0-a2b4-41af-81de-2fb5e419bf3a"
"1771238649-1746","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/profil/0d09f7a0-a2b4-41af-81de-2fb5e419bf3a"
"1771238649-1747","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/caille-5182728"
"1771238649-1748","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181"
"1771238649-1749","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-et-ufs-de-caille-5514762"
"1771238649-1750","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/caille-5001807"
"1771238649-1751","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussin-caille-3576048"
"1771238649-1752","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/caille-3319937"
"1771238649-1753","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/caille-3679001"
"1771238649-1754","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-1376905"
"1771238649-1755","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4454743"
"1771238649-1756","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4327166"
"1771238649-1757","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3405018"
"1771238649-1758","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3371486"
"1771238653-1759","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/profil/760df15f-2f6b-4729-bc1d-90888d049015"
"1771238653-1760","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/profil/760df15f-2f6b-4729-bc1d-90888d049015"
"1771238653-1761","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-4878570"
"1771238653-1762","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-4015081"
"1771238653-1763","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116"
"1771238653-1764","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-3734952"
"1771238653-1765","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-3287171"
"1771238653-1766","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-3287170"
"1771238653-1767","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-5479568"
"1771238653-1768","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-et-holstein-4753935"
"1771238653-1769","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vaches-1500655"
"1771238653-1770","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliardes-4851931"
"1771238653-1771","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vaches-montbeliarde-4753936"
"1771238653-1772","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-holstein-4753933"
"1771238657-1773","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/profil/c4d71840-1506-4c73-a3cd-18dc92840848"
"1771238657-1774","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/profil/c4d71840-1506-4c73-a3cd-18dc92840848"
"1771238657-1775","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986"
"1771238657-1776","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-4194617"
"1771238657-1777","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4049517"
"1771238657-1778","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-perruches-ondulees-5560070"
"1771238657-1779","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-perruches-ondulees-5138284"
"1771238657-1780","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-5103176"
"1771238657-1781","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4331659"
"1771238657-1782","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-3243586"
"1771238657-1783","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3215371"
"1771238657-1784","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-2296024"
"1771238657-1785","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528"
"1771238657-1786","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4846061"
"1771238660-1787","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3804681","Vaches","325 CFA","Bambey, Sénégal","https://sn.coinafrique.com/profil/01e23591-a5f8-4418-b03c-e1280251344f"
"1771238660-1788","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3804681","Vaches","325 CFA","Bambey, Sénégal","https://sn.coinafrique.com/profil/01e23591-a5f8-4418-b03c-e1280251344f"
"1771238660-1789","https://sn.coinafrique.com/categorie/autres-animaux?page=4","https://sn.coinafrique.com/annonce/autres-animaux/vache-3804681","Vaches","325 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vaches-5308237"
