web_scraper_order,web_scraper_start_url,autres_animaux,nom,prix,adresse,image
"1771238278-841","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3053064","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-5300026"
"1771238278-842","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3053064","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4092862"
"1771238278-843","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3053064","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3169679"
"1771238278-844","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3053064","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4029054"
"1771238278-845","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3053064","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-1421206"
"1771238278-846","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3053064","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-1421196"
"1771238278-847","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3053064","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3569117"
"1771238305-848","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3054622","","","","https://sn.coinafrique.com/profil/4986ac24-4315-4a8e-8b04-ac3a40c67aef"
"1771238305-849","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3054622","","","","https://sn.coinafrique.com/profil/4986ac24-4315-4a8e-8b04-ac3a40c67aef"
"1771238307-850","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/taureau-geniteur-laitier-3087054","","","","https://sn.coinafrique.com/profil/c72610e6-d2b3-4b26-933e-ca68825b0b0d"
"1771238307-851","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/taureau-geniteur-laitier-3087054","","","","https://sn.coinafrique.com/profil/c72610e6-d2b3-4b26-933e-ca68825b0b0d"
"1771238310-852","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruche-arc-en-ciel-3092218","","","","https://sn.coinafrique.com/profil/6a97303c-ea85-4c77-a4c1-399628c0e674"
"1771238310-853","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruche-arc-en-ciel-3092218","","","","https://sn.coinafrique.com/profil/6a97303c-ea85-4c77-a4c1-399628c0e674"
"1771238314-854","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/profil/593968d0-3b20-4af0-9619-9c785319df25"
"1771238314-855","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/profil/593968d0-3b20-4af0-9619-9c785319df25"
"1771238314-856","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614"
"1771238314-857","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-3850590"
"1771238314-858","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-2276153"
"1771238314-859","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-5587581"
"1771238314-860","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliardes-4851931"
"1771238314-861","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vaches-montbeliarde-4753936"
"1771238314-862","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-holstein-4753933"
"1771238314-863","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-laitiere-montbeliarde-4765247"
"1771238314-864","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-5479568"
"1771238314-865","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-et-holstein-4753935"
"1771238314-866","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vaches-1500655"
"1771238314-867","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-4878570"
"1771238317-868","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/6a97303c-ea85-4c77-a4c1-399628c0e674"
"1771238317-869","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/6a97303c-ea85-4c77-a4c1-399628c0e674"
"1771238317-870","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528"
"1771238317-871","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-perruches-ondulees-5560070"
"1771238317-872","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-perruches-ondulees-5138284"
"1771238317-873","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-5103176"
"1771238317-874","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4331659"
"1771238317-875","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3215371"
"1771238317-876","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paire-de-perruches-ondulees-4679396"
"1771238317-877","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3968286"
"1771238317-878","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3693176"
"1771238317-879","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-de-perruches-4180902"
"1771238319-880","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/profil/dfe33102-1dea-43d6-bdab-26117a06b8aa"
"1771238319-881","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/profil/dfe33102-1dea-43d6-bdab-26117a06b8aa"
"1771238319-882","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129"
"1771238319-883","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376"
"1771238319-884","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1441558"
"1771238319-885","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1395711"
"1771238319-886","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-1393968"
"1771238319-887","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1453837"
"1771238319-888","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paire-de-perruches-ondulees-4679396"
"1771238319-889","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-5716215"
"1771238322-890","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-colvert-3127244","Canards","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/profil/d4313aaa-dd27-4442-aa1f-b72317413cbf"
"1771238322-891","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-colvert-3127244","Canards","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/profil/d4313aaa-dd27-4442-aa1f-b72317413cbf"
"1771238322-892","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-colvert-3127244","Canards","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canards-3422543"
"1771238322-893","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-colvert-3127244","Canards","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-colvert-3127244"
"1771238322-894","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-colvert-3127244","Canards","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-2703622"
"1771238324-895","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3133835","Oie géant","450 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/profil/86fe9e40-1ef6-446b-8260-d96fc234c545"
"1771238324-896","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3133835","Oie géant","450 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/profil/86fe9e40-1ef6-446b-8260-d96fc234c545"
"1771238324-897","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3133835","Oie géant","450 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3646953"
"1771238324-898","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3133835","Oie géant","450 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3133835"
"1771238327-899","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/profil/4b35dcff-085b-4311-b2d4-02a2882d3292"
"1771238327-900","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/profil/4b35dcff-085b-4311-b2d4-02a2882d3292"
"1771238327-901","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-5317378"
"1771238327-902","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4196106"
"1771238327-903","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204"
"1771238327-904","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeufs-2239779"
"1771238327-905","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4995019"
"1771238327-906","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4752043"
"1771238327-907","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-1129419"
"1771238327-908","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-5480837"
"1771238327-909","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-5480832"
"1771238327-910","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-5231174"
"1771238327-911","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-5205943"
"1771238327-912","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-5179428"
"1771238330-913","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/poisson-vivant-3140939","Poisson vivant","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/profil/948e278e-f164-4384-951b-391b1f5a057d"
"1771238330-914","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/poisson-vivant-3140939","Poisson vivant","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/profil/948e278e-f164-4384-951b-391b1f5a057d"
"1771238330-915","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/poisson-vivant-3140939","Poisson vivant","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poisson-vivant-3140939"
"1771238332-916","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/rat-3156125","Rat","Prix sur demande","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/profil/4986ac24-4315-4a8e-8b04-ac3a40c67aef"
"1771238332-917","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/rat-3156125","Rat","Prix sur demande","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/profil/4986ac24-4315-4a8e-8b04-ac3a40c67aef"
"1771238332-918","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/rat-3156125","Rat","Prix sur demande","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/rat-3156125"
"1771238335-919","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/paonneau-3164991","Paonneau","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/profil/dbd5c805-4c2c-4e54-b1a6-1378e3cb62a6"
"1771238335-920","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/paonneau-3164991","Paonneau","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/profil/dbd5c805-4c2c-4e54-b1a6-1378e3cb62a6"
"1771238335-921","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/paonneau-3164991","Paonneau","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paonneau-3164991"
"1771238337-922","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/profil/381bcd6e-8e10-4d84-a7c4-aed53402d878"
"1771238337-923","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/profil/381bcd6e-8e10-4d84-a7c4-aed53402d878"
"1771238337-924","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4170236"
"1771238337-925","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3956243"
"1771238337-926","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645"
"1771238337-927","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522"
"1771238337-928","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-2888081"
"1771238337-929","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poulet-et-dinde-5441026"
"1771238337-930","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindons-et-dindes-5374129"
"1771238337-931","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-5350940"
"1771238337-932","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520084"
"1771238337-933","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520078"
"1771238337-934","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520065"
"1771238337-935","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","45 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-2421638"
"1771238340-936","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645","Couple dinde","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/profil/178d1cd8-8e87-4aee-92eb-477edd3df2b8"
"1771238340-937","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645","Couple dinde","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/profil/178d1cd8-8e87-4aee-92eb-477edd3df2b8"
"1771238340-938","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645","Couple dinde","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645"
"1771238340-939","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645","Couple dinde","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-5001804"
"1771238340-940","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645","Couple dinde","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4408804"
"1771238340-941","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645","Couple dinde","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169875"
"1771238340-942","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645","Couple dinde","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169870"
"1771238340-943","https://sn.coinafrique.com/categorie/autres-animaux?page=5","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645","Couple dinde","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-rouge-3425196"
