web_scraper_order,web_scraper_start_url,chiens,nom,prix,adresse,adress,image
"1771239258-7367","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chien-5124976","Chiots Bichons maltais","150 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4580660"
"1771239258-7368","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chien-5124976","Chiots Bichons maltais","150 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-4559186"
"1771239258-7369","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chien-5124976","Chiots Bichons maltais","150 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4413898"
"1771239258-7370","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chien-5124976","Chiots Bichons maltais","150 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4413893"
"1771239258-7371","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chien-5124976","Chiots Bichons maltais","150 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-4413890"
"1771239262-7372","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/9d7c4417-2a1d-4513-8068-a89bcc483e0d"
"1771239262-7373","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/9d7c4417-2a1d-4513-8068-a89bcc483e0d"
"1771239262-7374","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5575546"
"1771239262-7375","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5507784"
"1771239262-7376","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-grand-gabarit-5490358"
"1771239262-7377","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5487110"
"1771239262-7378","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5467125"
"1771239262-7379","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5317080"
"1771239262-7380","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5298958"
"1771239262-7381","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5293825"
"1771239262-7382","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5268192"
"1771239262-7383","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074"
"1771239262-7384","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5563010"
"1771239262-7385","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379393"
"1771239266-7386","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/profil/6414967a-2670-4b99-80b2-006743d5a4b2"
"1771239266-7387","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/profil/6414967a-2670-4b99-80b2-006743d5a4b2"
"1771239266-7388","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5563010"
"1771239266-7389","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379393"
"1771239266-7390","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379204"
"1771239266-7391","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922"
"1771239266-7392","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4892261"
"1771239266-7393","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4660990"
"1771239266-7394","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4659440"
"1771239266-7395","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-4636694"
"1771239266-7396","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4578066"
"1771239266-7397","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4532063"
"1771239266-7398","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4315045"
"1771239266-7399","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4277563"
"1771239269-7400","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/profil/1c1fee64-6cd2-49d5-8338-1fdb02e9a852"
"1771239269-7401","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/profil/1c1fee64-6cd2-49d5-8338-1fdb02e9a852"
"1771239269-7402","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-5357093"
"1771239269-7403","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780"
"1771239269-7404","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4935684"
"1771239269-7405","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3833288"
"1771239269-7406","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cairn-terrier-3403879"
"1771239269-7407","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-havanais-5498808"
"1771239269-7408","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5326499"
"1771239269-7409","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5272964"
"1771239269-7410","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5221815"
"1771239269-7411","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichons-havanais-5199916"
"1771239269-7412","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-2877719"
"1771239269-7413","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots bichon","200 000 CFA","Dakar, Sénégal","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichons-2181152"
"1771239273-7414","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/profil/f8f5b337-dc51-4b48-a978-7cc391478356"
"1771239273-7415","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/profil/f8f5b337-dc51-4b48-a978-7cc391478356"
"1771239273-7416","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517"
"1771239273-7417","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-pure-race-5002785"
"1771239273-7418","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4953869"
"1771239273-7419","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4257284"
"1771239273-7420","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-4167214"
"1771239273-7421","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5672239"
"1771239273-7422","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5667947"
"1771239273-7423","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-retriever-5640905"
"1771239273-7424","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5489586"
"1771239273-7425","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5489540"
"1771239273-7426","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3756515"
"1771239273-7427","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","Prix sur demande","Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-male-3489190"
"1771239276-7428","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chien-rottewaler-5155571","Chien Rottewaler","300 000 CFA","Dakar, Sénégal","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/profil/54e78244-de43-4151-aede-6ca7f26b821e"
"1771239276-7429","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chien-rottewaler-5155571","Chien Rottewaler","300 000 CFA","Dakar, Sénégal","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/profil/54e78244-de43-4151-aede-6ca7f26b821e"
"1771239276-7430","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chien-rottewaler-5155571","Chien Rottewaler","300 000 CFA","Dakar, Sénégal","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-rottewaler-5155571"
"1771239279-7431","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454","Chiots Doberman","400 000 CFA","Dakar, Sénégal","HLM, Dakar, Sénégal","https://sn.coinafrique.com/profil/5512047f-36ac-4dc0-a010-73cfd2019f0e"
"1771239279-7432","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454","Chiots Doberman","400 000 CFA","Dakar, Sénégal","HLM, Dakar, Sénégal","https://sn.coinafrique.com/profil/5512047f-36ac-4dc0-a010-73cfd2019f0e"
"1771239279-7433","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454","Chiots Doberman","400 000 CFA","Dakar, Sénégal","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454"
"1771239279-7434","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454","Chiots Doberman","400 000 CFA","Dakar, Sénégal","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-2567144"
"1771239279-7435","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454","Chiots Doberman","400 000 CFA","Dakar, Sénégal","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-3495193"
"1771239279-7436","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454","Chiots Doberman","400 000 CFA","Dakar, Sénégal","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/doberman-lignee-europeenne-1592645"
"1771239279-7437","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454","Chiots Doberman","400 000 CFA","Dakar, Sénégal","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/doberman-1621541"
"1771239279-7438","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454","Chiots Doberman","400 000 CFA","Dakar, Sénégal","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-doberman-3189286"
"1771239279-7439","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454","Chiots Doberman","400 000 CFA","Dakar, Sénégal","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/doberman-pure-souche-1803179"
"1771239283-7440","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/1424e065-cadc-4864-8b38-8d210a6be1f6"
"1771239283-7441","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/1424e065-cadc-4864-8b38-8d210a6be1f6"
"1771239283-7442","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rotweiller-5321351"
"1771239283-7443","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997"
"1771239283-7444","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5004868"
"1771239283-7445","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4482373"
"1771239283-7446","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-2978927"
"1771239283-7447","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-2920881"
"1771239283-7448","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-2299686"
"1771239283-7449","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-2151223"
"1771239283-7450","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/metisse-chiots-rottweiler-1890049"
"1771239283-7451","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-3674879"
"1771239283-7452","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-4051242"
"1771239283-7453","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997","Chiot Rotweiller","350 000 CFA","Dakar, Sénégal","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-3424026"
"1771239287-7454","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-dogo-canario-5178208","Chiots Dogo Canario","Prix sur demande","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/profil/8bd17dd2-19ff-4a97-b645-dc0bf1c6d739"
"1771239287-7455","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-dogo-canario-5178208","Chiots Dogo Canario","Prix sur demande","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/profil/8bd17dd2-19ff-4a97-b645-dc0bf1c6d739"
"1771239287-7456","https://sn.coinafrique.com/categorie/chiens?page=3","https://sn.coinafrique.com/annonce/chiens/chiots-dogo-canario-5178208","Chiots Dogo Canario","Prix sur demande","Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-dogo-canario-5178208"
"1771239295-7457","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5186005","Chiot Berger allemand","150 000 CFA","Thies, Sénégal","Pikine, Sénégal","https://sn.coinafrique.com/profil/6321160f-61e5-4da4-a9f6-6282afe3ccfe"
"1771239295-7458","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5186005","Chiot Berger allemand","150 000 CFA","Thies, Sénégal","Pikine, Sénégal","https://sn.coinafrique.com/profil/6321160f-61e5-4da4-a9f6-6282afe3ccfe"
