web_scraper_order,web_scraper_start_url,chiens,nom,prix,adresse,adress,image
"1771236906-1","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitt-bull-red-nose-femelle-742530","Pitt Bull red nose femelle","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/profil/05cc1541-5965-4150-b759-027d47538fd7"
"1771236906-2","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitt-bull-red-nose-femelle-742530","Pitt Bull red nose femelle","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/profil/05cc1541-5965-4150-b759-027d47538fd7"
"1771236906-3","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitt-bull-red-nose-femelle-742530","Pitt Bull red nose femelle","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/pitt-bull-red-nose-femelle-742530"
"1771236909-4","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/profil/d491d96e-225b-45f4-9f60-23989522059d"
"1771236909-5","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/profil/d491d96e-225b-45f4-9f60-23989522059d"
"1771236909-6","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716"
"1771236909-7","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/vente-chiot-pittbull-femelle-4351149"
"1771236909-8","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4332159"
"1771236909-9","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4327552"
"1771236909-10","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-male-3828012"
"1771236909-11","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pittbull-3742224"
"1771236909-12","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-3742171"
"1771236909-13","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-3675795"
"1771236909-14","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3226832"
"1771236909-15","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-3185241"
"1771236909-16","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3183820"
"1771236909-17","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716","Chiots Pitbull","250 000 CFA","Yoff, Dakar, Sénégal","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pittbull-male-3182211"
"1771236911-18","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236911-19","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236911-20","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-bichons-maltais-788455"
"1771236911-21","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558"
"1771236911-22","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-bichon-4117078"
"1771236911-23","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-3287244"
"1771236911-24","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-maltais-2629161"
"1771236911-25","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3861980"
"1771236911-26","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniches-bichons-maltais-5-mois-3159435"
"1771236911-27","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3745475"
"1771236911-28","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-bichon-3680927"
"1771236911-29","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-3424026"
"1771236911-30","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-3423235"
"1771236911-31","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3202334"
"1771236914-32","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236914-33","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236914-34","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3057395"
"1771236914-35","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964"
"1771236914-36","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4951796"
"1771236914-37","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-boerboel-3757511"
"1771236914-38","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-5524708"
"1771236914-39","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-boerboell-5386827"
"1771236914-40","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-2957371"
"1771236914-41","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-boerboel-2557147"
"1771236914-42","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-boerboel-3874975"
"1771236914-43","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3366238"
"1771236914-44","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3301357"
"1771236914-45","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-751964","Chiot Boerboel","450 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3212861"
"1771236919-46","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitbull-red-nose-778978","Pitbull Red Nose","220 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236919-47","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitbull-red-nose-778978","Pitbull Red Nose","220 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236919-48","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitbull-red-nose-778978","Pitbull Red Nose","220 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/pitbull-red-nose-778978"
"1771236919-49","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitbull-red-nose-778978","Pitbull Red Nose","220 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716"
"1771236919-50","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitbull-red-nose-778978","Pitbull Red Nose","220 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-pittbull-3474335"
"1771236919-51","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitbull-red-nose-778978","Pitbull Red Nose","220 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3098650"
"1771236919-52","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitbull-red-nose-778978","Pitbull Red Nose","220 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3702631"
"1771236921-53","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichons-maltais-788455","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236921-54","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichons-maltais-788455","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236921-55","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichons-maltais-788455","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-bichons-maltais-788455"
"1771236921-56","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichons-maltais-788455","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-751558"
"1771236921-57","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichons-maltais-788455","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-maltais-2629161"
"1771236921-58","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichons-maltais-788455","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniches-bichons-maltais-5-mois-3159435"
"1771236921-59","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichons-maltais-788455","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-3424026"
"1771236921-60","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/caniche-bichons-maltais-788455","Caniche bichons maltais","190 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-3423235"
"1771236924-61","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-a-poil-long-848994","Chiots bergers allemands","200 000 CFA","Yoff, Dakar, Sénégal","Saly, Sénégal","https://sn.coinafrique.com/profil/aa3b6855-f86c-4def-96f0-bc278ffa9b37"
"1771236924-62","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-a-poil-long-848994","Chiots bergers allemands","200 000 CFA","Yoff, Dakar, Sénégal","Saly, Sénégal","https://sn.coinafrique.com/profil/aa3b6855-f86c-4def-96f0-bc278ffa9b37"
"1771236924-63","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-a-poil-long-848994","Chiots bergers allemands","200 000 CFA","Yoff, Dakar, Sénégal","Saly, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4176841"
"1771236926-64","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/profil/03bbda74-a674-4fab-a019-d20b04477658"
"1771236926-65","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/profil/03bbda74-a674-4fab-a019-d20b04477658"
"1771236926-66","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-2996177"
"1771236926-67","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-1279844"
"1771236926-68","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450"
"1771236926-69","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5400421"
"1771236926-70","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-cane-corso-5299584"
"1771236926-71","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906"
"1771236926-72","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5243684"
"1771236926-73","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-3005863"
"1771236926-74","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-3424026"
"1771236926-75","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4851447"
"1771236926-76","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4295604"
"1771236926-77","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450","Chiots Cane Corso","Prix sur demande","Yoff, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4283254"
"1771236931-78","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitbull-black-nose-900600","Pitbull black nose","250 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236931-79","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitbull-black-nose-900600","Pitbull black nose","250 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/profil/458531cf-930d-4647-bb7a-04188b780eba"
"1771236931-80","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/pitbull-black-nose-900600","Pitbull black nose","250 000 CFA","Yoff, Dakar, Sénégal","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/pitbull-black-nose-900600"
"1771236934-81","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/profil/5a2051a5-47d0-439c-a2ad-5e517d5722d3"
"1771236934-82","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/profil/5a2051a5-47d0-439c-a2ad-5e517d5722d3"
"1771236934-83","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906"
"1771236934-84","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-3005863"
"1771236934-85","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-2996177"
"1771236934-86","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-1279844"
"1771236934-87","https://sn.coinafrique.com/categorie/chiens?page=11","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-956906","Chiot Cane Corso","800 000 CFA","Yoff, Dakar, Sénégal","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-891450"
